Prob Thresh,Max Pos,Stop Loss,Hold Days,Target/Trail,CAGR,Sharpe,Max DD
0.75,4,-12%,60,25%,15.16%,0.77,-12.35%
0.60,3,-5%,45,30%,15.15%,0.44,-37.67%
0.65,6,-8%,20,35%,15.14%,0.48,-30.11%
0.65,4,-15%,15,35%,15.14%,0.44,-38.61%
0.70,6,-15%,60,30%,15.14%,0.56,-16.55%
0.65,2,-8%,50,25%,15.14%,0.43,-52.14%
0.65,3,-12%,50,25%,15.13%,0.44,-41.43%
0.60,2,-15%,50,30%,15.13%,0.42,-35.78%
0.65,8,-15%,15,35%,15.10%,0.51,-32.05%
0.75,2,-15%,50,20%,15.09%,0.55,-25.76%
0.70,10,-12%,50,25%,15.08%,0.76,-15.70%
0.65,8,-10%,50,35%,15.06%,0.48,-29.68%
0.65,4,-15%,50,20%,15.06%,0.44,-36.98%
0.60,3,-8%,60,35%,15.04%,0.44,-46.11%
0.60,10,-8%,60,30%,15.03%,0.46,-44.79%
0.60,8,-10%,50,30%,15.00%,0.44,-41.06%
0.60,6,-12%,40,30%,15.00%,0.43,-42.88%
0.70,4,-12%,50,35%,14.98%,0.52,-30.16%
0.65,3,-8%,45,35%,14.98%,0.44,-35.08%
0.60,2,-10%,30,15%,14.98%,0.42,-56.30%
0.60,6,-15%,45,25%,14.98%,0.43,-47.98%
0.65,2,-6%,45,20%,14.97%,0.43,-55.30%
0.60,8,-12%,20,35%,14.97%,0.45,-47.73%
0.70,4,-15%,60,30%,14.96%,0.50,-22.99%
0.60,5,-15%,50,25%,14.96%,0.43,-44.98%
0.65,4,-8%,45,35%,14.96%,0.44,-32.16%
0.60,4,-15%,45,25%,14.96%,0.43,-56.59%
0.75,4,-10%,60,30%,14.96%,0.72,-12.17%
0.65,10,-12%,60,30%,14.96%,0.50,-30.96%
0.75,2,-8%,60,12%,14.95%,0.66,-20.14%
0.75,2,-8%,60,25%,14.95%,0.57,-25.75%
0.70,8,-10%,50,35%,14.94%,0.64,-14.97%
0.75,3,-8%,30,35%,14.93%,0.71,-21.08%
0.60,5,-12%,40,30%,14.93%,0.43,-34.70%
0.65,5,-10%,40,30%,14.93%,0.45,-33.24%
0.60,2,-10%,50,30%,14.92%,0.42,-60.00%
0.75,2,-15%,40,15%,14.92%,0.57,-19.09%
0.60,8,-10%,40,35%,14.91%,0.44,-40.18%
0.70,10,-12%,40,30%,14.91%,0.75,-13.70%
0.75,2,-10%,40,15%,14.90%,0.60,-24.07%
0.60,6,-10%,50,30%,14.89%,0.44,-36.72%
0.75,4,-12%,50,35%,14.88%,0.74,-14.50%
0.65,10,-12%,50,25%,14.88%,0.51,-30.62%
0.60,4,-5%,20,35%,14.87%,0.44,-42.98%
0.70,10,-8%,45,35%,14.87%,0.74,-15.00%
0.65,5,-10%,45,25%,14.86%,0.45,-34.55%
0.60,10,-8%,15,35%,14.85%,0.46,-45.24%
0.60,3,-12%,60,20%,14.85%,0.44,-40.95%
0.75,3,-8%,45,35%,14.84%,0.70,-17.78%
0.60,10,-12%,60,25%,14.84%,0.45,-39.86%
0.65,8,-15%,15,25%,14.84%,0.51,-32.05%
0.60,6,-12%,45,25%,14.83%,0.43,-41.54%
0.70,8,-8%,45,35%,14.82%,0.64,-16.73%
0.70,10,-15%,45,30%,14.82%,0.73,-14.13%
0.65,10,-15%,15,30%,14.82%,0.55,-28.76%
0.70,2,-12%,45,25%,14.82%,0.44,-32.94%
0.75,3,-10%,45,35%,14.81%,0.68,-17.52%
0.70,8,-15%,50,25%,14.80%,0.65,-16.68%
0.70,8,-12%,45,25%,14.80%,0.66,-13.98%
0.75,3,-8%,50,35%,14.80%,0.69,-18.49%
0.75,5,-15%,60,25%,14.79%,0.81,-11.25%
0.75,2,-8%,40,15%,14.78%,0.61,-24.96%
0.65,10,-10%,50,30%,14.78%,0.50,-29.00%
0.70,10,-12%,60,30%,14.78%,0.70,-15.96%
0.60,3,-8%,60,25%,14.77%,0.42,-40.88%
0.65,3,-6%,30,35%,14.76%,0.44,-36.00%
0.65,8,-8%,45,35%,14.76%,0.47,-32.29%
0.60,10,-8%,50,35%,14.75%,0.45,-43.71%
0.75,2,-8%,40,30%,14.75%,0.56,-31.01%
0.70,6,-12%,60,30%,14.75%,0.55,-16.18%
0.70,10,-10%,50,35%,14.75%,0.70,-14.39%
0.65,10,-8%,45,30%,14.74%,0.51,-28.93%
0.60,6,-12%,30,30%,14.74%,0.43,-39.62%
0.75,4,-10%,40,35%,14.73%,0.77,-15.69%
0.65,3,-15%,50,25%,14.73%,0.42,-38.82%
0.65,8,-10%,40,30%,14.73%,0.47,-31.06%
0.65,6,-15%,50,25%,14.73%,0.45,-36.05%
0.70,8,-8%,40,35%,14.72%,0.65,-12.32%
0.65,3,-12%,30,35%,14.72%,0.42,-40.20%
0.70,10,-8%,40,35%,14.72%,0.74,-11.70%
0.60,10,-5%,50,35%,14.70%,0.45,-39.74%
0.75,2,-10%,45,35%,14.70%,0.55,-21.15%
0.60,10,-10%,15,30%,14.70%,0.45,-39.38%
0.65,2,-12%,45,35%,14.69%,0.42,-54.81%
0.65,6,-10%,45,35%,14.69%,0.45,-32.14%
0.65,10,-12%,30,30%,14.69%,0.51,-29.17%
0.70,5,-12%,50,20%,14.69%,0.55,-16.81%
0.65,8,-8%,20,35%,14.69%,0.49,-27.58%
0.60,10,-15%,60,30%,14.68%,0.44,-43.90%
0.75,5,-15%,60,30%,14.67%,0.76,-11.20%
0.60,6,-15%,15,30%,14.66%,0.42,-44.77%
0.75,2,-8%,45,35%,14.66%,0.55,-29.64%
0.70,6,-12%,30,35%,14.65%,0.56,-17.48%
0.70,5,-12%,60,20%,14.65%,0.54,-20.85%
0.65,6,-15%,60,25%,14.64%,0.44,-30.14%
0.70,8,-12%,30,35%,14.63%,0.64,-14.55%
0.60,6,-6%,45,35%,14.63%,0.43,-43.20%
0.60,5,-10%,15,30%,14.63%,0.42,-40.83%
0.65,6,-6%,30,30%,14.62%,0.46,-28.53%
0.65,2,-15%,20,35%,14.62%,0.40,-40.54%
0.60,6,-10%,60,35%,14.61%,0.43,-38.33%
0.70,8,-10%,40,35%,14.61%,0.63,-12.23%
0.65,3,-12%,50,30%,14.61%,0.43,-41.43%
0.60,2,-8%,60,25%,14.60%,0.41,-54.72%
0.70,4,-15%,50,35%,14.60%,0.49,-27.52%
0.65,4,-6%,30,30%,14.60%,0.44,-29.34%
0.70,8,-12%,20,35%,14.60%,0.69,-13.11%
0.65,4,-10%,40,35%,14.60%,0.43,-31.13%
0.60,8,-12%,40,35%,14.59%,0.43,-44.01%
0.60,8,-10%,15,30%,14.59%,0.44,-42.35%
0.65,3,-15%,40,35%,14.58%,0.42,-43.36%
0.65,10,-5%,30,35%,14.58%,0.52,-23.93%
0.60,4,-10%,40,30%,14.55%,0.42,-36.67%
0.60,8,-6%,45,35%,14.55%,0.44,-42.06%
0.60,8,-15%,40,30%,14.53%,0.43,-40.69%
0.65,3,-12%,30,30%,14.53%,0.42,-41.80%
0.60,6,-10%,45,30%,14.52%,0.42,-39.24%
0.65,8,-12%,40,30%,14.51%,0.46,-33.45%
0.70,6,-15%,45,30%,14.51%,0.54,-18.75%
0.60,5,-6%,15,35%,14.51%,0.42,-45.01%
0.75,5,-12%,60,35%,14.51%,0.79,-12.62%
0.70,6,-12%,20,35%,14.49%,0.60,-14.27%
0.65,10,-15%,20,35%,14.49%,0.52,-29.39%
0.65,5,-10%,60,35%,14.49%,0.44,-29.74%
0.70,6,-12%,50,20%,14.49%,0.57,-14.40%
0.65,6,-5%,20,35%,14.48%,0.46,-32.99%
0.75,3,-10%,50,15%,14.47%,0.66,-16.37%
0.60,4,-15%,30,25%,14.47%,0.41,-43.84%
0.70,10,-15%,50,25%,14.47%,0.71,-16.81%
0.60,8,-5%,30,35%,14.46%,0.44,-40.38%
0.65,6,-10%,45,30%,14.46%,0.44,-31.33%
0.75,2,-15%,30,15%,14.46%,0.56,-22.79%
0.75,4,-15%,50,35%,14.46%,0.69,-15.87%
0.65,2,-10%,40,30%,14.45%,0.41,-45.56%
0.65,8,-15%,40,25%,14.45%,0.46,-32.14%
0.75,4,-15%,60,20%,14.45%,0.71,-13.93%
0.70,10,-15%,40,35%,14.45%,0.69,-14.15%
0.70,10,-10%,40,35%,14.44%,0.71,-12.77%
0.70,5,-6%,20,35%,14.44%,0.59,-21.07%
0.75,2,-12%,30,30%,14.44%,0.53,-28.10%
0.75,5,-12%,40,35%,14.42%,0.84,-11.10%
0.70,10,-12%,30,35%,14.41%,0.72,-15.31%
0.60,8,-10%,45,35%,14.40%,0.43,-37.75%
0.65,6,-6%,45,35%,14.40%,0.44,-29.99%
0.60,8,-10%,60,30%,14.38%,0.42,-36.92%
0.65,10,-5%,40,35%,14.37%,0.50,-25.88%
0.70,5,-12%,30,35%,14.37%,0.52,-18.84%
0.65,2,-12%,50,35%,14.37%,0.40,-44.80%
0.65,8,-15%,30,25%,14.37%,0.46,-31.66%
0.60,10,-6%,20,35%,14.36%,0.45,-41.62%
0.65,4,-15%,30,20%,14.36%,0.43,-35.97%
0.75,2,-8%,50,30%,14.36%,0.54,-30.53%
0.75,2,-10%,45,25%,14.36%,0.54,-21.15%
0.75,2,-12%,60,25%,14.36%,0.53,-23.35%
0.70,3,-12%,60,35%,14.35%,0.45,-21.17%
0.70,10,-15%,60,25%,14.35%,0.68,-17.07%
0.60,6,-12%,45,35%,14.34%,0.42,-46.63%
0.60,3,-12%,45,20%,14.34%,0.41,-53.93%
0.60,3,-5%,60,30%,14.34%,0.42,-49.64%
0.60,10,-8%,45,35%,14.33%,0.44,-45.78%
0.60,10,-15%,45,20%,14.33%,0.44,-44.71%
0.70,4,-8%,40,30%,14.33%,0.50,-20.26%
0.70,6,-8%,40,35%,14.32%,0.56,-17.60%
0.60,6,-10%,50,35%,14.31%,0.42,-46.36%
0.70,5,-6%,20,30%,14.31%,0.58,-21.07%
0.65,10,-10%,30,30%,14.31%,0.50,-27.46%
0.60,10,-10%,50,30%,14.30%,0.43,-39.63%
0.70,8,-15%,40,35%,14.29%,0.59,-13.53%
0.65,6,-15%,20,25%,14.28%,0.44,-40.32%
0.60,8,-12%,15,35%,14.27%,0.42,-45.16%
0.65,2,-6%,50,20%,14.27%,0.41,-53.13%
0.65,6,-12%,50,35%,14.27%,0.43,-35.17%
0.70,4,-12%,60,30%,14.26%,0.48,-21.21%
0.60,4,-12%,45,35%,14.25%,0.41,-40.74%
0.60,10,-6%,45,30%,14.24%,0.44,-39.60%
0.75,3,-12%,50,15%,14.23%,0.64,-20.54%
0.70,5,-12%,50,25%,14.23%,0.52,-16.94%
0.65,10,-12%,20,35%,14.23%,0.51,-27.99%
0.70,6,-15%,50,30%,14.23%,0.53,-16.85%
0.70,6,-12%,60,20%,14.23%,0.54,-17.06%
0.60,8,-15%,60,35%,14.22%,0.41,-45.10%
0.65,8,-12%,15,35%,14.22%,0.48,-31.49%
0.75,3,-15%,40,25%,14.22%,0.63,-16.84%
0.65,4,-10%,50,30%,14.21%,0.42,-35.40%
0.65,4,-12%,30,30%,14.21%,0.41,-35.10%
0.60,10,-12%,50,30%,14.20%,0.43,-46.52%
0.75,2,-15%,40,20%,14.20%,0.52,-24.30%
0.70,10,-12%,60,25%,14.20%,0.68,-15.44%
0.70,6,-8%,60,30%,14.20%,0.53,-17.85%
0.65,5,-12%,30,30%,14.20%,0.42,-32.12%
0.70,10,-15%,30,35%,14.19%,0.70,-13.91%
0.65,10,-6%,40,35%,14.19%,0.49,-26.84%
0.70,5,-8%,45,35%,14.19%,0.51,-21.27%
0.60,6,-12%,45,30%,14.19%,0.41,-51.29%
0.65,5,-15%,60,35%,14.19%,0.42,-35.24%
0.60,8,-15%,50,35%,14.18%,0.42,-45.87%
0.65,2,-8%,50,20%,14.18%,0.40,-60.61%
0.70,5,-12%,45,30%,14.18%,0.49,-18.48%
0.70,3,-12%,50,35%,14.18%,0.45,-20.72%
0.65,8,-12%,20,30%,14.16%,0.47,-30.77%
0.75,2,-15%,30,30%,14.16%,0.52,-24.33%
0.65,5,-6%,30,35%,14.15%,0.43,-30.28%
0.60,3,-15%,60,30%,14.15%,0.40,-42.32%
0.65,8,-15%,60,25%,14.14%,0.44,-31.92%
0.70,8,-8%,60,30%,14.14%,0.60,-14.99%
0.60,10,-15%,15,25%,14.14%,0.43,-42.21%
0.65,5,-6%,20,30%,14.13%,0.44,-29.88%
0.75,3,-8%,40,30%,14.13%,0.67,-18.85%
0.60,5,-5%,45,35%,14.12%,0.42,-39.99%
0.70,8,-15%,45,25%,14.12%,0.61,-17.13%
0.70,5,-15%,60,35%,14.11%,0.48,-24.30%
0.65,6,-6%,20,25%,14.11%,0.45,-27.98%
0.65,4,-10%,20,30%,14.10%,0.41,-32.49%
0.60,5,-15%,45,25%,14.09%,0.41,-53.42%
0.75,5,-15%,40,35%,14.09%,0.80,-12.22%
0.75,5,-15%,50,35%,14.08%,0.76,-13.08%
0.60,5,-12%,50,35%,14.08%,0.41,-52.29%
0.60,5,-10%,45,35%,14.08%,0.41,-41.72%
0.75,2,-10%,30,30%,14.07%,0.51,-28.18%
0.65,6,-10%,50,30%,14.06%,0.43,-31.90%
0.65,8,-15%,15,30%,14.06%,0.47,-32.05%
0.70,5,-6%,15,35%,14.05%,0.57,-17.55%
0.70,4,-6%,20,35%,14.05%,0.52,-23.64%
0.70,8,-15%,60,20%,14.05%,0.60,-15.03%
0.70,8,-8%,45,30%,14.05%,0.61,-13.10%
0.70,5,-15%,45,35%,14.05%,0.48,-22.23%
0.75,4,-10%,50,35%,14.04%,0.69,-15.23%
0.70,10,-10%,45,35%,14.04%,0.67,-14.46%
0.70,8,-15%,20,35%,14.03%,0.64,-12.89%
0.65,2,-5%,50,25%,14.03%,0.41,-54.54%
0.65,10,-12%,45,25%,14.03%,0.47,-30.93%
0.65,6,-15%,40,35%,14.03%,0.42,-35.61%
0.60,8,-6%,45,30%,14.02%,0.42,-39.24%
0.65,6,-8%,20,30%,14.02%,0.44,-28.53%
0.70,4,-12%,30,35%,14.02%,0.46,-22.99%
0.70,8,-8%,40,30%,14.02%,0.62,-12.32%
0.65,3,-6%,45,35%,14.01%,0.42,-33.26%
0.65,6,-15%,30,25%,14.01%,0.42,-34.97%
0.60,6,-8%,15,35%,14.01%,0.41,-42.33%
0.65,4,-6%,45,35%,14.01%,0.42,-30.98%
0.60,6,-15%,30,35%,14.00%,0.40,-47.80%
0.65,6,-10%,20,25%,13.99%,0.43,-28.44%
0.65,10,-8%,30,35%,13.99%,0.48,-26.97%
0.70,10,-15%,40,30%,13.98%,0.67,-14.13%
0.65,4,-8%,50,30%,13.97%,0.41,-31.46%
0.70,5,-5%,45,35%,13.97%,0.52,-24.31%
0.60,2,-12%,60,35%,13.97%,0.39,-58.34%
0.60,4,-10%,15,30%,13.96%,0.40,-35.49%
0.75,2,-12%,30,15%,13.96%,0.54,-25.21%
0.75,2,-6%,40,35%,13.95%,0.58,-23.52%
0.75,5,-12%,60,30%,13.95%,0.75,-12.62%
0.65,10,-12%,15,35%,13.95%,0.51,-29.13%
0.75,5,-12%,50,35%,13.95%,0.78,-11.96%
0.75,4,-8%,60,30%,13.95%,0.68,-14.29%
0.70,2,-12%,50,30%,13.95%,0.42,-27.54%
0.65,6,-15%,45,35%,13.94%,0.41,-35.59%
0.65,6,-15%,50,30%,13.93%,0.42,-35.31%
0.65,8,-12%,50,25%,13.93%,0.44,-34.07%
0.75,3,-15%,45,25%,13.93%,0.59,-20.25%
0.70,4,-12%,40,35%,13.93%,0.46,-24.69%
0.70,4,-6%,15,35%,13.92%,0.52,-17.66%
0.70,10,-8%,50,35%,13.92%,0.65,-15.01%
0.65,3,-8%,40,30%,13.92%,0.40,-34.57%
0.70,6,-12%,45,20%,13.91%,0.54,-17.96%
0.65,8,-12%,60,35%,13.91%,0.43,-30.69%
0.70,6,-6%,20,30%,13.91%,0.60,-17.75%
0.65,6,-10%,45,25%,13.90%,0.43,-31.32%
0.75,2,-12%,40,15%,13.90%,0.53,-24.47%
0.65,6,-15%,20,30%,13.90%,0.42,-37.04%
0.70,5,-12%,40,35%,13.89%,0.49,-21.03%
0.60,2,-6%,20,35%,13.89%,0.39,-53.05%
0.60,3,-5%,60,35%,13.88%,0.40,-43.89%
0.60,8,-10%,15,35%,13.88%,0.41,-41.99%
0.60,10,-10%,60,25%,13.88%,0.42,-40.95%
0.60,8,-15%,45,25%,13.87%,0.41,-44.87%
0.70,10,-8%,45,30%,13.87%,0.68,-14.67%
0.65,6,-12%,45,35%,13.87%,0.42,-36.03%
0.60,3,-8%,50,25%,13.86%,0.40,-37.93%
0.65,10,-10%,60,25%,13.86%,0.46,-29.62%
0.65,5,-10%,15,35%,13.86%,0.41,-36.85%
0.60,5,-10%,45,30%,13.86%,0.40,-39.70%
0.70,5,-15%,40,35%,13.85%,0.48,-25.10%
0.60,3,-10%,45,35%,13.85%,0.39,-43.04%
0.65,4,-10%,40,30%,13.84%,0.41,-35.31%
0.70,6,-8%,45,30%,13.84%,0.53,-14.85%
0.75,2,-12%,45,25%,13.84%,0.51,-26.45%
0.60,4,-6%,30,30%,13.83%,0.40,-43.16%
0.70,8,-8%,50,35%,13.82%,0.57,-14.56%
0.65,3,-12%,45,20%,13.82%,0.41,-45.66%
0.60,3,-8%,40,30%,13.82%,0.40,-39.33%
0.75,4,-15%,30,35%,13.82%,0.67,-17.73%
0.75,6,-15%,60,35%,13.81%,0.77,-12.76%
0.60,10,-15%,45,25%,13.81%,0.41,-46.20%
0.60,4,-12%,40,25%,13.80%,0.39,-34.51%
0.75,3,-15%,20,35%,13.80%,0.67,-15.70%
0.65,6,-12%,20,25%,13.80%,0.43,-34.09%
0.65,10,-10%,20,35%,13.79%,0.49,-25.52%
0.75,4,-8%,40,30%,13.79%,0.73,-14.79%
0.75,5,-15%,50,25%,13.79%,0.76,-11.48%
0.65,2,-15%,30,12%,13.79%,0.39,-44.79%
0.70,3,-12%,45,20%,13.79%,0.45,-26.89%
0.65,2,-10%,45,25%,13.79%,0.39,-45.51%
0.65,5,-12%,50,25%,13.78%,0.41,-33.07%
0.70,8,-12%,40,25%,13.78%,0.60,-13.60%
0.65,8,-8%,45,30%,13.78%,0.44,-34.60%
0.60,3,-15%,45,30%,13.75%,0.39,-48.13%
0.65,10,-6%,45,30%,13.75%,0.47,-26.80%
0.65,4,-12%,50,25%,13.75%,0.41,-32.78%
0.65,8,-10%,50,25%,13.75%,0.44,-29.84%
0.60,3,-12%,50,30%,13.74%,0.39,-46.28%
0.60,3,-12%,45,35%,13.74%,0.39,-66.85%
0.70,10,-12%,45,25%,13.74%,0.67,-13.39%
0.60,3,-12%,40,20%,13.74%,0.39,-41.23%
0.65,6,-6%,40,35%,13.74%,0.42,-29.30%
0.75,4,-12%,30,35%,13.73%,0.67,-16.35%
0.65,6,-8%,30,35%,13.73%,0.42,-28.27%
0.70,10,-10%,50,30%,13.73%,0.65,-12.67%
0.60,10,-15%,20,30%,13.71%,0.41,-43.97%
0.65,10,-8%,20,35%,13.70%,0.49,-24.82%
0.65,5,-12%,40,30%,13.70%,0.40,-34.38%
0.70,10,-8%,40,30%,13.70%,0.68,-14.59%
0.65,4,-12%,30,35%,13.70%,0.40,-31.41%
0.65,5,-15%,50,30%,13.70%,0.40,-38.24%
0.70,4,-8%,20,35%,13.69%,0.49,-17.88%
0.60,10,-5%,40,35%,13.69%,0.42,-41.70%
0.70,6,-8%,20,35%,13.69%,0.56,-12.40%
0.70,4,-12%,45,20%,13.69%,0.47,-26.67%
0.60,2,-15%,50,35%,13.68%,0.38,-49.74%
0.60,3,-8%,45,30%,13.68%,0.39,-41.86%
0.70,8,-12%,45,20%,13.67%,0.61,-13.52%
0.70,5,-12%,15,35%,13.67%,0.52,-17.42%
0.70,8,-12%,30,30%,13.67%,0.59,-14.55%
0.60,4,-12%,15,30%,13.66%,0.39,-37.46%
0.60,10,-5%,45,35%,13.66%,0.42,-42.36%
0.70,6,-8%,45,35%,13.66%,0.51,-17.57%
0.75,4,-15%,40,30%,13.66%,0.66,-14.79%
0.75,6,-15%,60,30%,13.65%,0.76,-12.03%
0.65,10,-8%,45,35%,13.65%,0.45,-28.93%
0.65,3,-12%,60,35%,13.64%,0.39,-37.01%
0.65,3,-12%,40,25%,13.64%,0.39,-44.09%
0.75,2,-12%,50,12%,13.64%,0.54,-21.28%
0.75,3,-8%,50,15%,13.64%,0.64,-17.14%
0.70,4,-15%,45,35%,13.64%,0.44,-26.63%
0.75,4,-12%,60,20%,13.64%,0.68,-14.03%
0.65,8,-10%,30,30%,13.64%,0.44,-28.99%
0.60,8,-10%,50,35%,13.64%,0.40,-46.23%
0.65,10,-6%,60,30%,13.63%,0.46,-27.02%
0.75,3,-15%,45,15%,13.63%,0.58,-23.37%
0.75,2,-10%,60,12%,13.63%,0.55,-22.07%
0.75,4,-15%,45,35%,13.62%,0.65,-18.41%
0.75,4,-15%,40,25%,13.62%,0.68,-14.79%
0.70,8,-8%,50,30%,13.62%,0.57,-16.66%
0.60,6,-15%,40,30%,13.62%,0.39,-46.79%
0.70,8,-5%,40,35%,13.62%,0.60,-14.43%
0.60,5,-12%,15,30%,13.61%,0.39,-40.50%
0.70,5,-15%,50,35%,13.61%,0.46,-24.49%
0.60,2,-5%,20,35%,13.61%,0.38,-51.84%
0.70,2,-10%,15,35%,13.61%,0.40,-27.64%
0.70,6,-8%,50,30%,13.61%,0.51,-17.47%
0.65,8,-10%,15,35%,13.60%,0.45,-32.40%
0.75,3,-12%,60,20%,13.60%,0.58,-22.07%
0.65,5,-10%,20,35%,13.60%,0.41,-33.16%
0.65,2,-5%,45,35%,13.59%,0.39,-56.52%
0.75,5,-12%,60,25%,13.59%,0.74,-12.62%
0.75,6,-12%,40,35%,13.59%,0.84,-11.23%
0.65,10,-6%,30,30%,13.59%,0.47,-25.09%
0.65,8,-6%,30,30%,13.59%,0.44,-30.27%
0.65,4,-6%,50,30%,13.58%,0.40,-30.96%
0.70,10,-10%,60,35%,13.57%,0.62,-12.99%
0.65,6,-15%,40,30%,13.57%,0.40,-35.94%
0.70,5,-15%,50,25%,13.57%,0.48,-19.76%
0.70,6,-12%,30,30%,13.56%,0.51,-17.19%
0.65,4,-15%,20,35%,13.56%,0.39,-42.99%
0.65,4,-15%,30,30%,13.56%,0.39,-35.95%
0.70,6,-12%,40,30%,13.56%,0.51,-17.81%
0.75,4,-12%,40,25%,13.55%,0.69,-13.38%
0.65,10,-12%,40,25%,13.55%,0.45,-31.26%
0.65,10,-15%,15,25%,13.54%,0.49,-28.76%
0.65,10,-8%,40,35%,13.54%,0.45,-28.59%
0.70,8,-12%,60,25%,13.54%,0.56,-17.67%
0.60,6,-12%,50,35%,13.53%,0.39,-55.61%
0.75,6,-15%,60,25%,13.53%,0.78,-12.08%
0.70,8,-12%,50,20%,13.53%,0.60,-15.02%
0.65,10,-8%,45,25%,13.52%,0.46,-30.20%
0.65,2,-8%,45,30%,13.51%,0.38,-42.76%
0.70,8,-12%,20,30%,13.51%,0.61,-12.02%
0.70,8,-5%,45,35%,13.50%,0.59,-14.43%
0.65,6,-12%,30,35%,13.50%,0.41,-33.01%
0.65,2,-10%,30,35%,13.50%,0.38,-49.51%
0.65,10,-12%,15,30%,13.50%,0.49,-29.13%
0.70,5,-12%,20,30%,13.49%,0.50,-18.97%
0.70,6,-10%,40,30%,13.49%,0.51,-17.70%
0.60,3,-6%,50,30%,13.48%,0.39,-37.26%
0.65,8,-12%,15,30%,13.48%,0.45,-31.49%
0.65,2,-12%,45,20%,13.48%,0.38,-67.80%
0.65,10,-6%,20,35%,13.47%,0.49,-25.44%
0.70,8,-6%,20,35%,13.47%,0.67,-12.18%
0.60,10,-12%,60,35%,13.46%,0.40,-46.22%
0.75,4,-15%,50,30%,13.45%,0.61,-15.87%
0.60,10,-12%,15,25%,13.45%,0.41,-43.14%
0.65,4,-6%,50,35%,13.45%,0.40,-35.68%
0.70,10,-5%,45,35%,13.44%,0.67,-13.05%
0.70,6,-8%,60,35%,13.44%,0.49,-22.04%
0.60,6,-15%,30,30%,13.44%,0.39,-42.79%
0.70,8,-15%,30,30%,13.44%,0.57,-17.12%
0.70,6,-15%,40,35%,13.43%,0.49,-21.65%
0.65,8,-12%,30,25%,13.43%,0.43,-32.33%
0.65,3,-6%,50,25%,13.42%,0.40,-36.50%
0.65,6,-5%,20,30%,13.42%,0.42,-30.64%
0.75,3,-12%,45,25%,13.42%,0.58,-20.52%
0.65,10,-6%,45,35%,13.41%,0.44,-27.12%
0.65,8,-6%,45,30%,13.41%,0.43,-28.66%
0.70,8,-10%,45,35%,13.41%,0.56,-15.06%
0.65,6,-6%,50,35%,13.41%,0.40,-31.01%
0.70,5,-8%,60,30%,13.41%,0.47,-19.98%
0.65,8,-6%,50,30%,13.41%,0.43,-29.79%
0.60,5,-8%,45,35%,13.40%,0.39,-42.39%
0.60,6,-8%,45,30%,13.40%,0.39,-36.27%
0.65,10,-10%,40,25%,13.40%,0.45,-29.03%
0.60,10,-10%,40,25%,13.39%,0.40,-43.88%
0.60,8,-15%,30,35%,13.39%,0.39,-45.90%
0.70,10,-8%,50,30%,13.39%,0.64,-12.26%
0.75,2,-8%,40,12%,13.39%,0.56,-26.09%
0.65,4,-12%,45,25%,13.38%,0.39,-43.78%
0.70,4,-12%,60,20%,13.38%,0.45,-25.40%
0.70,8,-8%,60,35%,13.38%,0.54,-15.60%
0.65,8,-12%,60,30%,13.38%,0.41,-31.64%
0.75,4,-15%,60,15%,13.37%,0.66,-12.60%
0.75,3,-12%,40,25%,13.37%,0.60,-14.93%
0.75,5,-12%,50,30%,13.37%,0.74,-10.34%
0.75,4,-10%,60,25%,13.37%,0.64,-11.79%
0.60,8,-8%,40,35%,13.36%,0.39,-42.28%
0.65,8,-6%,60,30%,13.36%,0.42,-27.79%
0.70,6,-15%,50,20%,13.36%,0.51,-17.58%
0.70,10,-12%,20,35%,13.36%,0.69,-11.72%
0.75,6,-15%,40,35%,13.36%,0.80,-12.66%
0.70,4,-6%,20,30%,13.35%,0.49,-23.64%
0.65,10,-10%,45,25%,13.35%,0.45,-28.71%
0.60,6,-15%,50,35%,13.35%,0.38,-41.97%
0.75,3,-15%,45,20%,13.35%,0.56,-23.37%
0.60,2,-6%,60,20%,13.35%,0.38,-58.38%
0.75,5,-15%,50,30%,13.34%,0.70,-11.47%
0.65,8,-15%,45,20%,13.34%,0.42,-35.46%
0.70,5,-8%,40,35%,13.34%,0.48,-21.10%
0.75,3,-12%,20,35%,13.34%,0.64,-14.77%
0.60,2,-8%,50,25%,13.34%,0.37,-48.44%
0.65,3,-8%,45,25%,13.33%,0.39,-35.62%
0.65,8,-15%,50,25%,13.33%,0.41,-34.36%
0.75,2,-8%,15,30%,13.32%,0.52,-22.10%
0.70,10,-15%,30,30%,13.32%,0.64,-14.18%
0.60,10,-5%,30,35%,13.31%,0.41,-43.01%
0.70,6,-6%,20,35%,13.31%,0.56,-17.75%
0.70,5,-8%,50,30%,13.31%,0.48,-20.69%
0.75,4,-15%,50,25%,13.30%,0.63,-13.93%
0.75,4,-12%,45,35%,13.30%,0.64,-18.02%
0.70,8,-15%,40,30%,13.29%,0.55,-15.97%
0.75,3,-12%,30,15%,13.28%,0.60,-16.63%
0.70,8,-10%,40,30%,13.28%,0.56,-12.36%
0.70,10,-15%,20,35%,13.28%,0.67,-12.88%
0.60,6,-12%,15,30%,13.26%,0.38,-41.65%
0.60,8,-10%,45,25%,13.26%,0.39,-44.58%
0.60,8,-8%,50,30%,13.26%,0.39,-40.92%
0.70,10,-12%,40,25%,13.26%,0.65,-14.11%
0.65,5,-10%,50,20%,13.26%,0.40,-32.37%
0.75,3,-10%,50,20%,13.26%,0.57,-22.37%
